"STATE","ST_CASE","VE_TOTAL","VE_FORMS","PVH_INVL","PEDS","PERNOTMVIT","PERMVIT","PERSONS","COUNTY","CITY","DAY","MONTH","YEAR","DAY_WEEK","HOUR","MINUTE","NHS","RUR_URB","FUNC_SYS","RD_OWNER","ROUTE","TWAY_ID","TWAY_ID2","MILEPT","LATITUDE","LONGITUD","SP_JUR","HARM_EV","MAN_COLL","RELJCT1","RELJCT2","TYP_INT","WRK_ZONE","REL_ROAD","LGT_COND","WEATHER1","WEATHER2","WEATHER","SCH_BUS","RAIL","NOT_HOUR","NOT_MIN","ARR_HOUR","ARR_MIN","HOSP_HR","HOSP_MN","CF1","CF2","CF3","FATALS","DRUNK_DR"
1,10001,1,1,0,0,0,1,1,73,1716,1,1,2016,6,9,25,1,2,1,1,1,"I-65","",2530,33.42645833,-86.81973056,0,42,0,0,1,1,0,5,1,1,0,1,0,"0000000",9,31,9,36,88,88,0,0,0,1,1
1,10002,1,1,0,0,0,2,2,73,1716,10,1,2016,1,19,59,1,2,1,1,1,"I-65","I-459 RAMP",2500,33.40030556,-86.78723333,0,1,0,1,5,1,0,4,3,1,0,1,0,"0000000",99,99,20,5,99,99,0,0,0,1,1
1,10003,2,1,1,0,1,1,2,73,0,1,1,2016,6,2,20,1,1,1,1,1,"I-59","",1417,33.64924444,-86.60725833,0,14,0,0,1,1,0,4,3,10,0,10,0,"0000000",99,99,2,31,88,88,0,0,0,1,0
1,10004,1,1,0,0,0,1,1,73,0,17,1,2016,1,21,45,1,1,1,1,1,"I-65","",2543,33.42995556,-86.82220556,0,25,0,0,1,1,0,3,3,1,0,1,0,"0000000",99,99,21,57,99,99,0,0,0,1,1
1,10005,1,1,0,0,0,1,1,73,3125,26,1,2016,3,20,7,1,2,1,1,1,"I-65","",2530,33.41205,-86.80557778,0,42,0,0,1,1,0,5,3,2,0,2,0,"0000000",20,7,20,10,88,88,0,0,0,1,0
1,10006,1,1,0,0,0,1,1,109,0,1,1,2016,6,1,10,0,1,4,1,3,"SR-87","",520,31.72063333,-85.95999167,0,42,0,0,1,1,0,4,2,10,0,10,0,"0000000",99,99,1,31,88,88,0,0,0,1,0
1,10007,1,1,0,0,0,1,1,117,530,1,1,2016,6,23,34,0,1,4,2,4,"CR-22","",0,33.14415,-86.79276944,0,42,0,0,1,1,0,4,2,1,0,1,0,"0000000",23,33,23,39,88,88,0,0,0,1,0
1,10008,1,1,0,0,0,1,1,83,0,4,1,2016,2,17,30,0,1,5,1,3,"SR-127","",108,34.96508056,-87.01479167,0,32,0,0,1,1,0,4,2,1,0,1,0,"0000000",17,36,17,50,88,88,0,0,0,1,1
1,10009,2,2,0,0,0,4,4,103,2545,4,1,2016,2,5,37,1,1,3,1,3,"SR-67","",310,34.50008611,-86.85370278,0,12,2,0,1,1,0,1,2,1,0,1,0,"0000000",99,99,5,50,99,99,0,0,0,2,0
1,10010,1,1,0,0,0,2,2,69,0,5,1,2016,3,15,18,0,1,5,2,4,"CR-22","",0,31.31075,-85.25213056,0,1,0,0,1,1,0,4,1,1,0,1,0,"0000000",99,99,15,30,88,88,0,0,0,2,1
1,10011,2,2,0,0,0,2,2,73,350,6,1,2016,4,8,4,0,2,4,4,6,"5TH AVE S","50TH ST S",0,33.53113611,-86.75778611,0,12,2,0,3,2,0,1,1,1,0,1,0,"0000000",99,99,8,12,88,88,0,0,0,1,0
1,10012,1,1,0,0,0,2,2,93,1540,6,1,2016,4,14,20,0,1,3,2,4,"CR-11","",0,34.124425,-88.04465556,0,42,0,0,1,1,0,4,1,1,0,1,0,"0000000",99,99,14,26,99,99,0,0,0,1,0
1,10013,1,1,0,2,2,1,1,55,0,7,1,2016,5,16,55,1,1,1,1,1,"I-59","",1785,33.96818889,-86.12080833,0,8,0,0,1,1,1,2,5,10,0,10,0,"0000000",17,5,17,26,18,4,15,0,0,1,0
1,10014,2,2,0,0,0,5,5,97,2100,8,1,2016,6,0,35,1,2,3,1,3,"SR-163","DAVID DR",0,30.62527222,-88.08787222,0,12,2,0,1,1,0,1,3,10,0,10,0,"0000000",99,99,0,41,99,99,0,0,0,1,1
1,10015,2,2,0,0,0,3,3,121,0,8,1,2016,6,7,25,0,1,5,2,4,"CR-PRIEBES MILL RD","",0,33.56590278,-85.93993056,0,12,2,0,1,1,0,1,1,10,0,10,0,"0000000",7,26,7,36,99,99,0,0,0,1,1
1,10016,1,1,0,0,0,1,1,121,0,9,1,2016,7,4,30,0,1,6,2,4,"CR-OLD FAYETTEVILLE RD","",0,33.15789167,-86.37793056,0,42,0,0,1,1,0,4,2,2,0,2,0,"0000000",88,88,88,88,88,88,0,0,0,1,0
1,10017,1,1,0,0,0,1,1,49,0,11,1,2016,2,19,43,0,1,5,2,4,"CR-43","",0,34.437675,-85.98705556,0,34,0,0,1,1,0,4,2,1,0,1,0,"0000000",19,44,19,54,88,88,0,0,0,1,1
1,10018,1,1,0,0,0,1,1,71,0,13,1,2016,4,8,0,0,1,5,2,4,"CR-67","",0,34.56575,-86.03709444,0,34,0,0,1,1,0,4,1,1,0,1,0,"0000000",99,99,8,15,88,88,0,0,0,1,0
1,10019,1,1,0,0,0,7,7,103,0,13,1,2016,4,16,35,1,1,3,1,2,"US-SR 53","",3020,34.51645556,-86.59363333,0,34,0,0,1,1,0,4,1,1,0,1,0,"0000000",16,42,16,46,17,9,0,0,0,1,0
1,10020,3,2,1,0,0,8,8,123,550,10,1,2016,1,1,20,0,1,6,4,6,"MARTIN LUTHER KING ST","HOLLEY AVE",0,32.80048889,-85.64495833,0,12,6,0,2,2,0,1,2,2,0,2,0,"0000000",1,28,1,43,2,12,0,0,0,4,1
1,10021,2,2,0,0,0,3,3,79,0,13,1,2016,4,7,30,1,1,4,1,3,"SR-36","SR-157",80,34.41686944,-87.16152778,0,12,6,0,2,2,0,1,1,1,0,1,0,"0000000",7,38,7,44,8,0,0,0,0,1,0
1,10022,4,2,2,0,0,2,2,73,350,14,1,2016,5,10,35,0,1,3,4,6,"4TH AVE S","27TH ST S",0,33.51363889,-86.79241667,0,12,6,0,2,2,0,1,1,1,0,1,0,"0000000",10,38,10,46,11,5,20,14,0,1,0
1,10023,1,1,0,0,0,2,2,83,9997,14,1,2016,5,4,35,0,1,4,1,3,"SR-127","",39,34.87481944,-86.98070556,0,34,0,0,1,1,0,4,2,1,0,1,0,"0000000",99,99,4,55,88,88,0,0,0,2,0
1,10024,2,1,1,1,1,3,3,47,2760,14,1,2016,5,13,45,0,2,7,4,6,"FIRST AVE","VICKERY ST",0,32.42207778,-87.03307222,0,8,0,0,1,1,0,5,1,1,0,1,0,"0000000",99,99,13,59,99,99,14,0,0,1,0
1,10025,2,2,0,0,0,4,4,15,0,15,1,2016,6,21,45,1,1,3,1,2,"US-SR 1","OLD ANNISTON GADSDEN HWY",2494,33.88647222,-85.91673333,0,12,6,0,2,2,0,1,2,5,0,5,0,"0000000",99,99,22,2,99,99,0,0,0,1,1
1,10026,3,3,0,0,0,5,5,89,1730,15,1,2016,6,12,43,0,2,4,1,3,"SR-255","",8,34.71243611,-86.67097778,0,1,0,0,1,1,0,3,1,2,0,2,0,"0000000",12,43,12,57,99,99,0,0,0,1,0
1,10027,1,1,0,0,0,1,1,97,2100,15,1,2016,6,20,9,0,2,6,4,6,"HALLS MILL RD","",0,30.65030833,-88.10803333,0,42,0,0,1,1,0,4,3,1,0,1,0,"0000000",99,99,20,20,88,88,0,0,0,1,1
1,10028,1,1,0,0,0,2,2,55,0,15,1,2016,6,14,35,1,1,3,1,2,"US-SR 74","",1225,34.04243333,-86.15382778,0,42,0,0,1,1,0,5,1,1,0,1,0,"0000000",99,99,14,47,99,99,0,0,0,2,0
1,10029,2,2,0,0,0,2,2,123,0,14,1,2016,5,11,54,0,1,4,1,3,"SR-49","",518,33.09165833,-85.77912222,0,12,2,0,1,1,0,1,1,1,0,1,0,"0000000",12,15,12,41,99,99,0,0,0,1,0
1,10030,1,1,0,0,0,3,3,33,2780,10,1,2016,1,4,23,0,1,7,4,6,"COX BLVD","",0,34.74736111,-87.68036667,0,42,0,0,1,1,0,4,3,10,0,10,0,"0000000",99,99,4,28,99,99,0,0,0,1,0
1,10031,3,3,0,0,0,4,4,51,2063,21,1,2016,5,14,24,0,1,4,1,3,"SR-14","",0,32.50413889,-86.38765833,0,12,8,0,1,1,0,1,1,10,0,10,0,"0000000",14,24,14,35,15,7,0,0,0,1,0
1,10032,2,2,0,0,0,4,4,117,350,21,1,2016,5,7,30,0,2,4,4,6,"CAHABA VALLEY RD","",0,33.46345833,-86.64188611,0,12,2,0,1,1,0,1,1,10,0,10,0,"0000000",7,34,7,41,8,32,0,0,0,1,0
1,10033,2,2,0,0,0,3,3,101,2130,21,1,2016,5,7,48,0,2,3,4,6,"ATLANTA HWY","N TAYLOR RD",0,32.38260278,-86.17339722,0,12,2,0,2,2,0,1,1,10,0,10,0,"0000000",7,59,8,10,8,20,0,0,0,1,0
1,10034,2,2,0,0,0,4,4,83,0,22,1,2016,6,16,40,1,1,3,1,3,"SR-53","",3389,34.97634444,-86.80498611,0,12,6,0,1,1,0,1,1,4,0,4,0,"0000000",16,43,16,51,88,88,0,0,0,1,0
1,10035,2,2,0,0,0,3,3,3,2355,22,1,2016,6,14,44,1,2,3,1,3,"SR-182","",130,30.26755833,-87.59540278,0,12,6,0,8,1,0,1,1,10,0,10,0,"0000000",99,99,14,50,99,99,0,0,0,1,0
1,10036,1,1,0,1,1,1,1,125,3050,23,1,2016,7,18,54,1,1,3,1,2,"US-SR 6","",540,33.16626944,-87.52548056,0,8,0,0,1,1,0,1,3,1,0,1,0,"0000000",99,99,19,0,99,99,0,0,0,1,0
1,10037,1,1,0,0,0,1,1,13,0,25,1,2016,2,13,30,0,1,5,1,2,"US-SR 3","",1245,31.65504722,-86.71225,0,1,0,0,1,1,0,4,1,10,0,10,0,"0000000",99,99,13,40,88,88,0,0,0,1,0
1,10038,2,2,0,0,0,2,2,21,0,26,1,2016,3,12,15,1,1,3,1,2,"US-SR 6","",1110,32.70844167,-86.82197778,0,12,2,0,1,1,0,1,1,1,0,1,0,"0000000",12,21,12,42,99,99,0,0,0,1,0
1,10039,1,1,0,1,1,4,4,43,0,27,1,2016,4,15,25,0,1,7,2,4,"CR-8","",0,33.99765556,-86.93453889,0,8,0,0,1,1,0,1,1,1,0,1,0,"0000000",99,99,16,0,88,88,0,0,0,1,0
1,10040,2,2,0,0,0,3,3,117,530,27,1,2016,4,16,39,0,2,4,1,3,"SR-25","CR-42",1236,33.13842222,-86.68945278,0,12,6,0,2,2,0,1,1,1,0,1,0,"0000000",16,42,16,56,17,43,0,0,0,1,0
1,10041,3,3,0,0,0,9,9,125,3050,28,1,2016,5,7,41,0,2,7,4,6,"RICE MINE LOOP","",0,33.22455,-87.532475,0,12,8,0,1,1,0,1,1,1,0,1,0,"0000000",99,99,7,50,99,99,0,0,0,1,0
1,10042,2,2,0,0,0,3,3,19,0,30,1,2016,7,19,35,0,1,4,1,3,"SR-68","CR-3",241,34.23925833,-85.81109722,0,12,2,0,2,2,0,1,2,1,0,1,0,"0000000",99,99,19,41,99,99,0,0,0,1,1
1,10043,1,1,0,0,0,1,1,91,0,31,1,2016,1,3,45,1,1,3,1,3,"SR-13","",1072,32.13339444,-87.78209444,0,42,0,0,1,1,0,5,2,1,0,1,0,"0000000",99,99,4,15,88,88,0,0,0,1,1
1,10044,1,1,0,0,0,2,2,77,0,2,2,2016,3,14,5,0,1,5,2,4,"CR-2","",0,34.78961667,-87.75326944,0,35,0,0,1,1,0,4,1,10,0,10,0,"0000000",99,99,14,19,99,99,0,0,0,1,0
1,10045,1,1,0,0,0,1,1,55,190,7,2,2016,1,17,15,1,2,1,1,1,"I-59","",1807,33.991225,-86.09200556,0,1,0,0,1,1,0,3,5,1,0,1,0,"0000000",17,30,17,33,88,88,0,0,0,1,0
1,10046,2,1,1,0,1,2,3,101,2130,7,2,2016,1,6,15,1,2,1,1,1,"I-85","",120,32.36825,-86.121275,0,14,0,0,1,1,0,2,1,1,0,1,0,"0000000",99,99,6,36,99,99,0,0,0,1,0
1,10047,2,2,0,0,0,3,3,73,330,13,2,2016,7,0,53,1,2,1,1,1,"I-459","",68,33.33825833,-86.92348611,0,12,2,0,1,1,0,1,2,1,0,1,0,"0000000",0,59,1,6,99,99,0,0,0,1,1
1,10048,3,3,0,0,0,4,4,89,1970,12,2,2016,6,14,22,1,2,1,1,1,"I-565","WALL TRIANA HWY",89,34.67140833,-86.75699722,0,12,6,1,18,1,0,1,1,1,0,1,0,"0000000",14,22,14,29,99,99,0,0,0,1,0
1,10049,2,2,0,0,0,5,5,87,0,14,2,2016,1,11,47,1,1,1,1,1,"I-85","",445,32.50567778,-85.60633333,0,12,6,0,1,1,0,1,1,1,0,1,0,"0000000",99,99,12,15,99,99,0,0,0,1,0
1,10050,2,2,0,0,0,2,2,15,0,12,2,2016,6,5,40,1,2,1,1,1,"I-20","",1904,33.61401389,-85.74714722,0,12,1,0,1,1,0,1,2,1,0,1,0,"0000000",99,99,99,99,88,88,0,0,0,1,0
1,10051,2,2,0,0,0,3,3,117,1716,27,1,2016,4,18,27,0,1,4,1,3,"SR-119","BROOK HIGHLAND PKWY",284,33.42600556,-86.66853889,0,12,6,0,2,2,0,1,3,1,0,1,0,"0000000",99,99,18,31,99,99,0,0,0,1,0
1,10052,1,1,0,1,1,3,3,7,460,30,1,2016,7,1,25,1,1,3,1,3,"SR-5","",860,32.942375,-87.17577222,0,8,0,0,1,1,0,1,3,1,0,1,0,"0000000",99,99,1,33,88,88,0,0,0,1,0
1,10053,1,1,0,0,0,1,1,95,0,31,1,2016,1,18,45,0,1,5,2,4,"CR-ONEONTA CUT OFF RD","",0,34.27140278,-86.28426111,0,53,0,0,1,1,0,4,2,10,0,10,0,"0000000",18,52,18,57,88,88,0,0,0,1,0
1,10054,2,2,0,0,0,2,2,43,0,1,2,2016,2,22,25,1,1,3,1,3,"SR-157","PINE HILL RD",70,34.21828611,-86.89541944,0,12,1,0,2,3,0,1,2,10,0,10,0,"0000000",99,99,99,99,88,88,0,0,0,1,0
1,10055,2,2,0,0,0,3,3,73,1850,3,2,2016,4,18,40,1,1,3,1,2,"US-SR 4","",1138,33.5428,-86.55969167,0,12,2,0,1,1,0,1,3,10,0,10,0,"0000000",18,40,18,46,99,99,0,0,0,1,0
1,10056,1,1,0,0,0,1,1,49,0,3,2,2016,4,0,30,0,1,7,2,4,"CR-1","",0,34.21377778,-86.09075833,0,34,0,0,1,1,0,4,2,2,0,2,0,"0000000",99,99,6,50,88,88,0,0,0,1,0
1,10057,2,2,0,0,0,3,3,51,2063,4,2,2016,5,21,50,0,1,7,1,3,"SR-14","I-65",1578,32.48930833,-86.40846111,0,12,6,1,2,2,0,1,3,1,0,1,0,"0000000",99,99,21,55,99,99,0,0,0,1,0
1,10058,1,1,0,0,0,1,1,79,0,6,2,2016,7,18,15,0,1,7,2,4,"CR-200","",0,34.38321389,-87.12081667,0,42,0,0,1,1,0,4,2,1,0,1,0,"0000000",18,50,18,50,88,88,0,0,0,1,0
1,10059,3,3,0,0,0,3,3,97,2100,6,2,2016,7,16,22,0,2,3,1,2,"US-SR 16","",240,30.66925833,-88.10314444,0,12,6,0,8,1,0,1,1,1,0,1,0,"0000000",99,99,16,28,99,99,0,0,0,1,0
1,10060,2,2,0,0,0,3,3,43,0,7,2,2016,1,15,23,0,1,4,1,3,"SR-69","",2243,33.95832222,-87.00510556,0,12,2,0,1,1,0,1,1,1,0,1,0,"0000000",15,30,15,47,16,6,0,0,0,2,0
1,10061,3,3,0,0,0,5,5,101,2130,8,2,2016,2,16,10,0,2,3,4,6,"ATLANTA HWY","OLDFIELD RD",0,32.379475,-86.15707778,0,12,6,0,2,2,0,1,1,1,0,1,0,"0000000",99,99,16,19,99,99,0,0,0,1,0
1,10062,1,1,0,0,0,1,1,51,0,9,2,2016,3,16,17,0,1,4,1,3,"SR-111","",96,32.63058056,-86.30070556,0,34,0,0,1,1,0,4,1,1,0,1,0,"0000000",99,99,16,28,99,99,0,0,0,1,0
1,10063,4,4,0,0,0,4,4,89,1730,22,3,2016,3,20,28,1,1,3,1,2,"US-SR UNIVERSITY DR","JORDAN LANE",950,34.73503889,-86.6273,0,12,1,0,3,2,0,1,3,1,0,1,0,"0000000",20,28,20,32,20,48,14,0,0,1,1
1,10064,2,2,0,0,0,3,3,73,0,27,2,2016,7,21,2,0,1,7,2,4,"CR-SMITH CAMP RD","",0,33.5032,-87.24536389,0,12,8,0,1,1,0,1,2,1,0,1,0,"0000000",99,99,21,9,99,99,0,0,0,1,2
1,10065,2,2,0,1,1,3,3,3,0,11,2,2016,5,1,5,0,1,4,1,2,"US-SR 3","",88,30.71989444,-87.80173056,0,9,0,0,1,1,0,1,2,1,0,1,0,"0000000",1,7,1,10,99,99,0,0,0,1,0
1,10066,1,1,0,0,0,1,1,89,0,7,2,2016,1,19,25,1,1,3,1,2,"US-SR 1","KNOWLEDGE DR",3499,34.93386389,-86.57180556,0,30,0,0,3,2,0,4,3,1,0,1,0,"0000000",99,99,19,34,99,99,0,0,0,1,1
1,10067,1,1,0,0,0,1,1,97,0,9,2,2016,3,14,10,0,1,7,2,4,"CR-HUGH FORT RD","",0,30.44338611,-88.35915833,0,42,0,0,1,1,0,4,1,1,0,1,0,"0000000",99,99,14,27,99,99,0,0,0,1,0
1,10068,1,1,0,0,0,1,1,127,0,10,2,2016,4,16,30,0,1,4,1,3,"SR-118","",484,33.87446111,-87.460975,0,42,0,0,1,1,0,4,1,1,0,1,0,"0000000",99,99,16,40,88,88,0,0,0,1,0
1,10069,1,1,0,0,0,2,2,125,0,16,2,2016,3,13,30,0,2,7,2,4,"CR-THOMAS RD","",0,33.07621111,-87.54095,0,42,0,0,1,1,0,4,1,10,0,10,0,"0000000",13,34,13,36,13,46,0,0,0,1,0
1,10070,1,1,0,0,0,1,1,123,2940,16,2,2016,3,0,30,0,1,7,2,4,"CR-ASHURST BAR RD","",0,32.50845278,-85.86254722,0,11,0,0,1,1,0,1,2,1,0,1,0,"0000000",99,99,1,49,99,99,0,0,0,1,0
1,10071,1,1,0,0,0,1,1,51,0,20,2,2016,7,2,10,1,1,1,1,1,"I-65","COBBS FORD RD",1790,32.46191111,-86.38925833,0,25,0,0,1,1,0,3,3,1,0,1,0,"0000000",2,10,2,21,88,88,0,0,0,1,1
1,10072,1,1,0,0,0,5,5,21,0,3,3,2016,5,10,10,1,1,1,1,1,"I-65","",2205,32.99652778,-86.69928333,0,1,0,0,1,1,0,3,1,2,0,2,0,"0000000",10,13,10,25,11,4,0,0,0,1,0
1,10073,1,1,0,1,1,1,1,83,0,26,2,2016,6,22,25,1,2,1,1,1,"I-65","",3562,34.85565833,-86.92801944,0,8,0,0,1,1,0,1,2,1,0,1,0,"0000000",99,99,22,35,88,88,0,0,0,1,0
1,10074,1,1,0,0,0,1,1,63,0,10,3,2016,5,16,8,1,1,1,1,1,"I-59","",420,32.88001389,-87.90964167,0,34,0,0,1,1,1,3,1,10,0,10,0,"0000000",16,12,16,21,16,51,0,0,0,1,0
1,10075,1,1,0,0,0,4,4,71,0,17,2,2016,4,7,40,0,1,7,2,4,"CR-33","",0,34.86092222,-86.06533333,0,42,0,0,1,1,0,4,1,10,0,10,0,"0000000",7,42,7,51,8,25,0,0,0,1,0
1,10076,3,3,0,0,0,4,4,73,0,11,3,2016,6,23,55,1,1,1,1,1,"I-459","",198,33.43970833,-86.73348611,0,12,1,0,1,1,0,1,2,1,0,1,0,"0000000",0,18,0,24,1,12,18,0,0,1,0
1,10077,2,2,0,0,0,3,3,35,0,16,2,2016,3,22,15,0,1,4,1,3,"SR-55","",474,31.51423889,-86.70300278,0,12,2,0,1,1,0,1,2,10,0,10,0,"0000000",99,99,22,58,99,99,0,0,0,2,0
1,10078,1,1,0,0,0,1,1,97,0,17,2,2016,4,4,25,1,2,3,1,2,"US-SR 13","",210,31.03037778,-88.02403611,0,34,0,0,1,1,0,3,2,1,0,1,0,"0000000",99,99,99,99,88,88,0,0,0,1,0
1,10079,1,1,0,0,0,1,1,31,0,17,2,2016,4,23,0,0,1,5,2,4,"CR-708","",0,31.26816111,-85.84326389,0,53,0,0,1,1,0,4,2,1,0,1,0,"0000000",23,8,23,14,88,88,0,0,0,1,1
1,10080,1,1,0,0,0,2,2,73,350,18,2,2016,5,21,20,0,1,7,4,6,"ALEMEDA AVE SW","",0,33.46901111,-86.88743056,0,33,0,0,1,1,0,4,3,1,0,1,0,"0000000",21,30,21,37,88,88,0,0,0,2,0
1,10081,2,2,0,0,0,4,4,95,0,18,2,2016,5,11,39,0,1,4,1,3,"SR-69","UNION GROVE RD",2744,34.36239444,-86.404,0,12,6,0,2,3,0,1,1,1,0,1,0,"0000000",11,43,11,48,11,50,0,0,0,3,0
1,10082,2,2,0,0,0,7,7,31,0,20,2,2016,7,3,45,0,1,4,1,3,"SR-167","",388,31.48724444,-85.91289167,0,12,2,0,1,1,0,1,2,1,0,1,0,"0000000",99,99,4,17,99,99,0,0,0,2,1
1,10083,1,1,0,1,1,1,1,3,1943,20,2,2016,7,20,48,1,1,2,1,3,"SR-59","",570,30.60212778,-87.73774444,0,8,0,0,1,1,0,1,2,1,0,1,0,"0000000",20,49,20,59,88,88,0,0,0,1,0
1,10084,1,1,0,0,0,1,1,33,0,20,2,2016,7,16,40,0,1,5,2,4,"CR-WILLINGHAM LOOP","HAWK PRIDE MOUNTAIN RD",0,34.70930278,-87.77593056,0,34,0,0,3,4,0,4,1,1,0,1,0,"0000000",99,99,16,54,88,88,0,0,0,1,0
1,10085,1,1,0,1,1,1,1,77,1200,21,2,2016,1,18,33,1,2,4,1,3,"SR-157","PAMPLIN AVE",830,34.854775,-87.691725,0,8,0,0,2,3,0,1,3,2,0,2,0,"0000000",99,99,18,37,99,99,0,0,0,1,0
1,10086,3,3,0,0,0,4,4,123,0,22,2,2016,2,19,42,0,1,4,1,3,"SR-49","SR-14",89,32.55949167,-85.81527222,0,12,6,0,2,2,0,1,2,2,0,2,0,"0000000",19,45,19,55,20,47,0,0,0,2,0
1,10087,1,1,0,0,0,1,1,125,505,22,2,2016,2,15,40,0,1,5,2,4,"CR-COVERED BRIDGE RD","SOUTHBROOK LOOP RD",0,33.22530556,-87.31619722,0,42,0,0,1,1,0,4,1,2,0,2,0,"0000000",99,99,15,47,88,88,0,0,0,1,0
1,10088,2,2,0,0,0,2,2,125,3050,23,2,2016,3,11,47,9,8,98,1,2,"US-SR 7","32ND AVE E",0,33.16998889,-87.49568611,0,12,6,0,2,2,0,1,1,10,0,10,0,"0000000",11,49,11,49,12,9,0,0,0,1,0
1,10089,1,1,0,0,0,1,1,117,0,23,2,2016,3,13,31,0,1,4,1,3,"SR-25","",1560,33.4317,-86.46356667,0,42,0,0,1,1,0,4,1,2,0,2,0,"0000000",99,99,99,99,88,88,0,0,0,1,0
1,10090,1,1,0,0,0,1,1,19,1852,24,2,2016,4,20,12,0,1,4,1,2,"US-SR 25","",2340,34.16740278,-85.79605,0,30,0,0,1,1,0,4,3,2,0,2,0,"0000000",99,99,20,19,88,88,0,0,0,1,0
1,10091,1,1,0,1,1,1,1,69,930,25,2,2016,5,0,30,1,1,3,1,2,"US-SR 1","",0,31.16443611,-85.40206944,0,8,0,0,1,1,0,1,3,1,0,1,0,"0000000",0,35,0,43,88,88,0,0,0,1,0
1,10092,1,1,0,0,0,1,1,3,860,25,2,2016,5,3,55,0,1,4,1,3,"SR-181","",131,30.60952778,-87.85204444,0,53,0,0,1,1,0,4,2,1,0,1,0,"0000000",4,2,4,11,88,88,0,0,0,1,0
1,10093,2,2,0,0,0,3,3,113,0,25,2,2016,5,6,40,0,1,4,1,3,"SR-169","",113,32.46948889,-85.20437222,0,12,2,0,1,1,0,1,1,1,0,1,0,"0000000",6,45,6,50,99,99,0,0,0,1,0
1,10094,1,1,0,0,0,1,1,97,0,26,2,2016,6,23,0,0,1,5,2,4,"CR-OLD PASCAGOULA RD","",0,30.52230556,-88.30226111,0,30,0,0,1,1,0,4,2,1,0,1,0,"0000000",88,88,88,88,88,88,0,0,0,1,0
1,10095,1,1,0,0,0,1,1,125,0,26,2,2016,6,11,50,0,1,6,2,4,"CR-1","",0,33.06433333,-87.53874722,0,34,0,0,1,1,0,4,1,1,0,1,0,"0000000",11,57,12,10,99,99,0,0,0,1,0
1,10096,1,1,0,0,0,2,2,107,0,26,2,2016,6,22,0,0,1,7,3,5,"CR-BEAVERTOWN HINTONTOWN RD","GENE SPILLER HOOD HILL RD",0,33.18725,-88.19326389,0,32,0,0,1,1,0,4,2,1,0,1,0,"0000000",22,14,22,26,22,50,0,0,0,1,0
1,10097,1,1,0,0,0,1,1,127,0,27,2,2016,7,3,0,0,1,5,2,4,"CR-FALL CITY RD","SR-195",0,33.90663333,-87.30118611,0,34,0,0,3,3,0,4,3,1,0,1,0,"0000000",10,9,10,19,88,88,0,0,0,1,1
1,10098,2,2,0,0,0,3,3,97,2100,28,2,2016,1,18,20,1,2,3,1,2,"US-SR 16","BELLINGRATH RD",149,30.54526111,-88.17174167,0,12,6,0,2,2,0,1,1,10,0,10,0,"0000000",18,35,18,42,99,99,0,0,0,1,0
1,10099,1,1,0,0,0,1,1,97,2100,29,2,2016,2,0,26,1,2,3,1,2,"US-SR 16","BAY MINETTE CUT OFF ROAD",320,30.7318,-88.06001111,0,30,0,0,3,3,0,4,3,1,0,1,0,"0000000",99,99,0,34,88,88,0,0,0,1,0
1,10100,1,1,0,0,0,1,1,121,0,29,2,2016,2,20,50,0,1,6,2,4,"CR-OLD FAYETTEVILLE RD","",0,33.15970556,-86.36456944,0,42,0,0,1,1,0,4,2,1,0,1,0,"0000000",99,99,21,0,88,88,0,0,0,1,0
1,10101,1,1,0,0,0,1,1,53,0,1,3,2016,3,14,0,0,1,7,2,4,"CR-POUNCEY RD","",0,31.05388333,-87.44621944,0,30,0,0,1,1,0,4,1,1,0,1,0,"0000000",88,88,88,88,88,88,0,0,0,1,0
1,10102,2,1,1,1,1,1,1,49,0,1,3,2016,3,9,20,0,1,5,2,4,"CR-27","",0,34.48814722,-85.74038056,0,43,0,0,1,1,0,5,1,10,0,10,0,"0000000",9,15,9,21,9,45,0,0,0,1,0
1,10103,1,1,0,0,0,1,1,1,0,1,3,2016,3,17,20,0,1,7,2,4,"CR-88","",0,32.53740833,-86.84906944,0,35,0,0,1,1,0,4,1,10,0,10,0,"0000000",99,99,17,27,88,88,0,0,0,1,0
1,10104,1,1,0,0,0,2,2,69,0,1,3,2016,3,23,20,0,1,4,2,4,"CR-W SAUNDERS RD","",0,31.15448056,-85.41750278,0,38,0,0,1,1,0,4,2,1,0,1,0,"0000000",23,22,23,37,0,9,0,0,0,1,1
1,10105,1,1,0,0,0,1,1,73,2960,3,3,2016,5,18,29,1,1,3,1,3,"SR-79","",27,33.58221389,-86.77538611,0,30,0,0,1,1,0,4,3,2,0,2,0,"0000000",18,33,18,37,88,88,0,0,0,1,0
1,10106,1,1,0,0,0,1,1,119,0,5,3,2016,7,4,52,0,1,5,2,4,"CR-21","",0,32.71125833,-88.12655278,0,35,0,0,1,1,0,4,2,1,0,1,0,"0000000",88,88,88,88,88,88,0,0,0,1,0
1,10107,1,1,0,0,0,2,2,125,0,5,3,2016,7,22,0,0,1,5,2,4,"CR-ROMULUS RD","",0,33.13813889,-87.826625,0,1,0,0,1,1,0,4,2,1,0,1,0,"0000000",99,99,22,50,99,99,0,0,0,1,0
1,10108,2,2,0,0,0,3,3,71,0,5,3,2016,7,14,20,0,1,4,1,3,"SR-40","",50,34.63446111,-85.90765,0,12,6,0,1,1,0,1,1,1,0,1,0,"0000000",99,99,14,35,88,88,0,0,0,1,0
