"STATE","ST_CASE","VEH_NO","VE_FORMS","NUMOCCS","DAY","MONTH","HOUR","MINUTE","HARM_EV","MAN_COLL","UNITTYPE","HIT_RUN","REG_STAT","OWNER","MAKE","MODEL","MAK_MOD","BODY_TYP","MOD_YEAR","VIN","VIN_1","VIN_2","VIN_3","VIN_4","VIN_5","VIN_6","VIN_7","VIN_8","VIN_9","VIN_10","VIN_11","VIN_12","TOW_VEH","J_KNIFE","MCARR_I1","MCARR_I2","MCARR_ID","GVWR","V_CONFIG","CARGO_BT","HAZ_INV","HAZ_PLAC","HAZ_ID","HAZ_CNO","HAZ_REL","BUS_USE","SPEC_USE","EMER_USE","TRAV_SP","UNDERIDE","ROLLOVER","ROLINLOC","IMPACT1","DEFORMED","TOWED","M_HARM","VEH_SC1","VEH_SC2","FIRE_EXP","DR_PRES","L_STATE","DR_ZIP","L_STATUS","L_TYPE","CDL_STAT","L_ENDORS","L_COMPL","L_RESTRI","DR_HGT","DR_WGT","PREV_ACC","PREV_SUS","PREV_DWI","PREV_SPD","PREV_OTH","FIRST_MO","FIRST_YR","LAST_MO","LAST_YR","SPEEDREL","DR_SF1","DR_SF2","DR_SF3","DR_SF4","VTRAFWAY","VNUM_LAN","VSPD_LIM","VALIGN","VPROFILE","VPAVETYP","VSURCOND","VTRAFCON","VTCONT_F","P_CRASH1","P_CRASH2","P_CRASH3","PCRASH4","PCRASH5","ACC_TYPE","TRLR1VIN","TRLR2VIN","TRLR3VIN","DEATHS","DR_DRINK"
12,122726,1,2,1,13,12,18,13,12,6,1,1,12,2,52,46,52046,4,2009,"JA3AU86W89U0","J","A","3","A","U","8","6","W","8","9","U","0",0,0,0,"000000000","00000000000",0,0,0,1,0,0,0,0,0,0,0,30,0,0,0,10,4,3,12,0,0,0,1,12,32829,0,0,0,0,0,0,999,999,0,0,0,0,0,0,0,0,0,0,38,0,0,0,3,2,45,1,1,8,1,3,3,11,15,99,1,1,68,"777777777777","777777777777","777777777777",0,0
12,122726,2,2,1,13,12,18,13,12,6,1,0,12,2,37,706,37706,80,2006,"JH2SC57056M2","J","H","2","S","C","5","7","0","5","6","M","2",0,0,0,"000000000","00000000000",0,0,0,1,0,0,0,0,0,0,0,45,0,0,0,12,6,2,12,0,0,0,1,12,34734,1,1,0,0,2,0,67,999,0,7,0,0,0,5,2014,8,2016,0,0,0,0,0,3,3,45,1,1,8,1,3,3,1,62,99,1,1,69,"777777777777","777777777777","777777777777",1,0
12,122727,1,2,1,15,12,15,15,12,6,1,0,12,3,82,881,82881,64,1996,"1FVX6MDB2TH7","1","F","V","X","6","M","D","B","2","T","H","7",0,0,57,"8048710","578048710",3,2,4,1,0,0,0,0,0,0,0,45,0,0,0,12,6,2,12,0,0,0,1,12,33936,6,1,0,0,3,0,67,999,0,0,0,0,0,0,0,0,0,0,39,0,0,0,3,5,45,1,1,8,1,3,3,11,15,99,1,1,82,"777777777777","777777777777","777777777777",0,0
12,122727,2,2,2,15,12,15,15,12,6,1,0,95,2,37,421,37421,15,2012,"5FNCM5H93CB5","5","F","N","C","M","5","H","9","3","C","B","5",0,0,0,"000000000","00000000000",0,0,0,1,0,0,0,0,0,0,0,10,0,1,1,3,6,2,12,0,0,0,1,95,0,9,9,99,9,9,9,999,999,99,99,99,99,99,99,9999,99,9999,0,0,0,0,0,3,5,45,1,1,8,1,3,3,1,62,99,1,1,83,"777777777777","777777777777","777777777777",1,0
12,122728,1,4,1,16,12,2,55,12,1,1,0,12,1,98,703,98703,88,2006,"LJ4TCKPW36S0","L","J","4","T","C","K","P","W","3","6","S","0",0,0,0,"000000000","00000000000",0,0,0,1,0,0,0,0,0,0,0,35,0,0,0,6,6,2,12,0,0,0,1,12,33311,1,1,0,0,2,0,71,999,0,4,0,1,1,6,2012,12,2015,0,6,0,0,0,3,6,65,1,1,8,1,0,0,1,53,99,1,1,25,"777777777777","777777777777","777777777777",1,0
12,122728,2,4,1,16,12,2,55,12,1,1,0,12,4,20,25,20025,4,2017,"1G1BF5SM0H71","1","G","1","B","F","5","S","M","0","H","7","1",0,0,0,"000000000","00000000000",0,0,0,1,0,0,0,0,0,0,0,73,0,0,0,12,6,2,12,0,0,0,1,12,33313,6,1,0,0,3,0,70,999,1,0,0,2,0,11,2014,11,2016,0,0,0,0,0,3,6,65,1,1,8,1,0,0,1,51,99,1,1,24,"777777777777","777777777777","777777777777",0,0
12,122728,3,4,1,16,12,2,55,12,1,1,0,12,3,51,881,51881,66,2003,"4V4NC9TH53N3","4","V","4","N","C","9","T","H","5","3","N","3",0,0,12,"886718","12886718",3,5,96,1,0,0,0,0,0,0,0,60,0,0,0,12,4,3,12,0,0,0,1,12,32148,6,1,6,0,3,0,67,999,0,0,0,0,1,6,2016,6,2016,0,0,0,0,0,3,6,65,1,1,8,1,0,0,1,61,99,1,1,98,"777777777777","777777777777","777777777777",0,0
12,122728,4,4,1,16,12,2,55,12,1,1,0,12,1,51,43,51043,6,2001,"YV1SZ58D4110","Y","V","1","S","Z","5","8","D","4","1","1","0",0,0,0,"000000000","00000000000",0,0,0,1,0,0,0,0,0,0,0,65,0,0,0,12,4,3,12,0,0,0,1,12,33160,6,1,0,0,3,3,72,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,65,1,1,8,1,0,0,1,61,99,1,1,98,"777777777777","777777777777","777777777777",0,0
12,122730,1,1,1,27,9,22,28,8,0,1,0,12,1,12,481,12481,31,1998,"1FTDF0725WKA","1","F","T","D","F","0","7","2","5","W","K","A",0,0,0,"000000000","00000000000",0,0,0,1,0,0,0,0,0,0,0,40,0,0,0,12,6,2,8,0,0,0,1,13,39828,6,1,0,0,3,0,74,999,98,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,45,1,6,8,1,3,3,1,80,1,1,1,13,"777777777777","777777777777","777777777777",0,0
12,122731,1,1,1,26,11,14,38,34,0,1,0,12,1,13,1,13001,1,2010,"2LNBL8CV3AX6","2","L","N","B","L","8","C","V","3","A","X","6",0,0,0,"000000000","00000000000",0,0,0,1,0,0,0,0,0,0,0,70,0,0,0,12,6,2,42,0,0,0,1,12,34209,6,1,0,0,3,0,67,999,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,3,70,1,1,8,1,0,0,1,13,99,1,4,1,"777777777777","777777777777","777777777777",1,0
12,122732,1,1,1,1,12,3,38,42,0,1,0,12,1,37,32,37032,4,2016,"1HGCR2F50GA1","1","H","G","C","R","2","F","5","0","G","A","1",0,0,0,"000000000","00000000000",0,0,0,1,0,0,0,0,0,0,0,40,0,0,0,9,6,2,42,0,0,0,1,12,33142,1,1,0,0,2,0,73,999,0,1,0,0,2,8,2015,10,2016,0,6,0,0,0,1,2,30,1,1,8,1,0,0,1,12,99,1,4,6,"777777777777","777777777777","777777777777",1,0
12,122733,1,1,2,4,12,19,0,1,0,1,0,12,1,12,401,12401,14,1996,"1FMDU32P2TUD","1","F","M","D","U","3","2","P","2","T","U","D",0,0,0,"000000000","00000000000",0,0,0,1,0,0,0,0,0,0,0,65,0,1,1,0,6,2,1,0,0,0,1,12,32065,6,1,0,0,3,0,72,999,0,0,0,1,0,4,2014,4,2014,0,0,0,0,0,3,4,65,1,1,8,1,0,0,1,98,6,1,2,98,"777777777777","777777777777","777777777777",1,0
12,122734,1,1,1,13,12,20,19,8,0,1,0,12,2,20,481,20481,31,1999,"1GCEK19V1XE1","1","G","C","E","K","1","9","V","1","X","E","1",0,0,0,"000000000","00000000000",0,0,0,1,0,0,0,0,0,0,0,30,0,0,0,12,4,5,8,0,0,0,1,12,34293,6,1,0,0,3,3,72,999,0,0,0,1,0,7,2013,7,2013,0,0,0,0,0,3,4,30,1,1,8,1,3,3,1,80,1,1,1,13,"777777777777","777777777777","777777777777",0,0
12,122735,1,1,1,9,12,10,38,8,0,1,0,12,3,12,481,12481,31,2012,"1FTFW1ET0CFA","1","F","T","F","W","1","E","T","0","C","F","A",0,0,0,"000000000","00000000000",0,0,0,1,0,0,0,0,0,0,0,998,0,0,0,12,2,5,8,0,0,0,1,12,33458,6,1,0,0,3,0,70,999,0,0,0,0,0,0,0,0,0,0,38,0,0,0,1,2,98,1,1,8,2,20,3,11,80,99,1,1,13,"777777777777","777777777777","777777777777",0,0
12,122736,1,2,1,14,12,6,10,8,0,1,0,12,1,35,47,35047,4,2008,"1N4BL21E98N4","1","N","4","B","L","2","1","E","9","8","N","4",0,0,0,"000000000","00000000000",0,0,0,1,0,0,0,0,0,0,0,40,0,0,0,1,2,5,8,0,0,0,1,12,33324,6,1,0,0,3,0,69,999,0,0,0,0,1,12,2014,12,2014,0,0,0,0,0,3,6,45,1,1,8,1,3,3,1,80,99,1,1,13,"777777777777","777777777777","777777777777",0,0
12,122736,2,2,1,14,12,6,10,8,0,1,1,99,9,99,999,99999,99,9999,"999999999999","9","9","9","9","9","9","9","9","9","9","9","9",0,0,0,"000000000","00000000000",0,0,0,1,0,0,0,0,99,99,0,40,0,0,0,12,9,5,8,0,0,0,1,99,99999,9,9,99,9,9,9,999,999,99,99,99,99,99,99,9999,99,9999,0,0,0,0,0,3,6,45,1,1,8,1,3,3,1,80,99,1,1,98,"777777777777","777777777777","777777777777",0,0
12,122737,1,2,1,11,12,16,20,12,1,1,0,12,2,37,402,37402,14,2013,"5J6RM3H75DL0","5","J","6","R","M","3","H","7","5","D","L","0",0,0,0,"000000000","00000000000",0,0,0,1,0,0,0,0,0,0,0,30,0,0,0,12,6,2,12,0,0,0,1,12,34481,6,1,0,0,3,3,65,999,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,2,35,1,1,8,1,20,3,1,51,99,1,1,24,"777777777777","777777777777","777777777777",1,0
12,122737,2,2,1,11,12,16,20,12,1,1,0,12,1,82,850,82850,65,2011,"4UZAB2DT0BCA","4","U","Z","A","B","2","D","T","0","B","C","A",0,0,0,"000000000","00000000000",0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,6,4,5,12,0,0,0,1,12,34481,6,1,0,0,3,3,70,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,35,1,1,8,1,20,3,11,53,99,1,1,26,"777777777777","777777777777","777777777777",0,0
12,122738,1,1,1,19,12,3,1,30,0,1,0,12,1,35,473,35473,31,2006,"1N6BA06A46N5","1","N","6","B","A","0","6","A","4","6","N","5",0,0,0,"000000000","00000000000",0,0,0,1,0,0,0,0,0,0,0,40,0,1,5,12,6,2,30,0,0,0,1,12,34684,6,1,6,0,3,3,70,999,0,0,0,2,0,1,2012,5,2016,0,6,0,0,0,3,4,45,2,1,8,1,0,0,14,13,99,1,4,1,"777777777777","777777777777","777777777777",1,0
12,122739,1,2,1,12,12,9,12,12,6,1,0,12,1,98,709,98709,80,2014,"L9NTEACT6E10","L","9","N","T","E","A","C","T","6","E","1","0",0,0,0,"000000000","00000000000",0,0,0,1,0,0,0,0,0,0,0,30,0,0,0,12,6,2,12,0,0,0,1,12,33013,6,1,0,0,2,3,66,999,1,0,0,0,1,11,2015,1,2016,0,39,0,0,0,2,4,40,1,1,8,1,3,3,1,17,99,1,1,88,"777777777777","777777777777","777777777777",1,0
12,122739,2,2,3,12,12,9,12,12,6,1,0,12,1,49,403,49403,14,2003,"JTEGF21A9300","J","T","E","G","F","2","1","A","9","3","0","0",0,0,0,"000000000","00000000000",0,0,0,1,0,0,0,0,0,0,0,10,0,0,0,11,6,2,12,0,0,0,1,12,33012,6,1,0,0,3,3,65,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,30,1,1,8,1,3,3,1,66,99,1,1,89,"777777777777","777777777777","777777777777",0,0
12,122740,1,1,1,15,12,5,36,8,0,1,0,12,1,37,441,37441,20,2006,"5FNRL38726B0","5","F","N","R","L","3","8","7","2","6","B","0",0,0,0,"000000000","00000000000",0,0,0,1,0,0,0,0,0,0,0,45,0,0,0,12,4,3,8,0,0,0,1,12,32179,6,1,0,0,3,3,64,999,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,2,45,1,1,8,1,0,0,1,80,1,1,1,13,"777777777777","777777777777","777777777777",0,0
12,122741,1,3,2,19,12,17,55,12,7,1,1,42,9,20,473,20473,30,2010,"1GCCSBD92A81","1","G","C","C","S","B","D","9","2","A","8","1",0,0,0,"000000000","00000000000",0,0,0,1,0,0,0,0,0,0,0,70,0,0,0,3,6,2,12,0,0,0,1,99,99999,9,9,99,9,9,9,999,999,99,99,99,99,99,99,9999,99,9999,0,0,0,0,0,6,2,55,1,1,8,1,0,0,1,11,99,1,2,44,"777777777777","777777777777","777777777777",1,0
12,122741,2,3,1,19,12,17,55,12,7,1,0,12,3,12,23,12023,4,2015,"3FA6P0UU9FR2","3","F","A","6","P","0","U","U","9","F","R","2",0,0,0,"000000000","00000000000",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,4,5,12,0,0,0,1,12,33527,6,1,0,0,3,0,72,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,55,1,1,8,1,0,0,5,60,99,1,1,45,"777777777777","777777777777","777777777777",0,0
12,122741,3,3,5,19,12,17,55,12,7,1,0,12,2,35,473,35473,31,2006,"1N6BA07A46N5","1","N","6","B","A","0","7","A","4","6","N","5",0,0,0,"000000000","00000000000",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,6,2,12,0,0,0,1,12,33534,6,1,0,0,3,0,65,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,55,1,1,8,1,0,0,5,53,99,1,1,98,"777777777777","777777777777","777777777777",0,0
12,122742,1,1,99,29,10,0,40,8,0,1,1,12,9,12,481,12481,31,2010,"1FTFX1CV3AFC","1","F","T","F","X","1","C","V","3","A","F","C",0,0,0,"000000000","00000000000",0,0,0,1,0,0,0,0,99,99,9,999,0,0,0,98,4,5,8,0,0,0,1,99,99999,9,9,99,9,9,9,999,999,99,99,99,99,99,99,9999,99,9999,0,0,0,0,0,2,2,65,1,1,8,1,99,9,1,12,99,1,4,6,"777777777777","777777777777","777777777777",0,0
12,122743,1,1,1,7,11,11,18,42,0,1,0,12,1,98,701,98701,80,2015,"RFGBS1CA3FSH","R","F","G","B","S","1","C","A","3","F","S","H",0,0,0,"000000000","00000000000",0,0,0,1,0,0,0,0,0,0,0,25,0,0,0,12,6,2,42,0,0,0,1,12,33040,0,0,0,0,0,0,999,999,0,0,0,0,0,0,0,0,0,0,6,0,0,0,2,2,30,1,1,8,1,0,0,1,12,99,1,4,6,"777777777777","777777777777","777777777777",1,0
12,122744,1,2,1,22,11,18,55,12,6,1,0,12,2,20,403,20403,14,2005,"1GNES16S4562","1","G","N","E","S","1","6","S","4","5","6","2",0,0,0,"000000000","00000000000",0,0,0,1,0,0,0,0,0,0,0,45,0,0,0,12,6,2,12,0,0,0,1,12,33142,6,1,0,0,3,3,69,999,1,2,0,0,1,10,2016,10,2016,0,39,0,0,0,1,6,40,1,1,8,1,3,3,1,17,99,1,1,83,"777777777777","777777777777","777777777777",1,0
12,122744,2,2,1,22,11,18,55,12,6,1,0,12,1,52,35,52035,4,2000,"JA3AY26C1YU0","J","A","3","A","Y","2","6","C","1","Y","U","0",0,0,0,"000000000","00000000000",0,0,0,1,0,0,0,0,0,0,0,15,0,0,0,62,6,2,12,0,0,0,1,12,33129,6,1,0,0,3,0,66,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,40,1,1,8,1,3,3,11,66,99,1,1,82,"777777777777","777777777777","777777777777",1,0
12,122745,1,5,1,14,12,20,25,12,6,1,0,12,2,50,705,50705,80,2007,"SMTD00NSX7J2","S","M","T","D","0","0","N","S","X","7","J","2",0,0,0,"000000000","00000000000",0,0,0,1,0,0,0,0,0,0,0,90,0,0,0,12,6,2,12,0,0,0,1,12,34997,6,1,0,0,3,0,69,999,0,0,0,0,0,0,0,0,0,0,36,0,0,0,2,2,35,1,1,8,1,0,0,1,17,99,1,1,83,"777777777777","777777777777","777777777777",1,0
12,122745,2,5,4,14,12,20,25,12,6,1,0,12,2,48,45,48045,6,2012,"4S4BRCAC4C32","4","S","4","B","R","C","A","C","4","C","3","2",0,0,0,"000000000","00000000000",0,0,0,1,0,0,0,0,0,0,0,15,0,0,0,5,6,2,12,0,0,0,1,12,33455,6,1,0,0,3,3,63,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,35,1,1,8,1,0,0,11,66,99,1,1,82,"777777777777","777777777777","777777777777",0,0
12,122745,3,5,1,14,12,20,25,12,6,1,0,12,1,12,3,12003,1,2007,"1ZVFT85H1752","1","Z","V","F","T","8","5","H","1","7","5","2",0,0,0,"000000000","00000000000",0,0,0,1,0,0,0,0,0,0,0,80,0,0,0,6,2,3,12,0,0,0,1,12,33455,6,1,0,0,3,0,73,999,0,0,0,0,0,0,0,0,0,0,36,0,0,0,2,2,35,1,1,8,1,0,0,2,53,16,1,1,98,"777777777777","777777777777","777777777777",0,0
12,122745,4,5,1,14,12,20,25,12,6,1,0,12,1,37,706,37706,80,2005,"JH2SC48035M3","J","H","2","S","C","4","8","0","3","5","M","3",0,0,0,"000000000","00000000000",0,0,0,1,0,0,0,0,0,0,0,80,0,0,0,12,4,3,12,0,0,0,1,12,33455,6,1,0,0,3,0,72,999,0,0,0,0,0,0,0,0,0,0,36,0,0,0,2,2,35,1,1,8,1,0,0,2,52,16,1,1,98,"777777777777","777777777777","777777777777",0,0
12,122745,5,5,1,14,12,20,25,12,6,1,0,12,1,73,703,73703,80,2007,"JKAEXMF137DA","J","K","A","E","X","M","F","1","3","7","D","A",0,0,0,"000000000","00000000000",0,0,0,1,0,0,0,0,0,0,0,70,0,0,0,12,4,3,12,0,0,0,1,12,34982,6,1,0,0,2,3,70,999,0,0,0,0,0,0,0,0,0,0,36,0,0,0,2,2,35,1,1,8,1,0,0,1,50,99,1,1,98,"777777777777","777777777777","777777777777",0,0
12,122746,1,2,2,19,12,19,45,12,2,1,0,12,1,32,402,32402,14,2015,"WA1WMAFP3FA0","W","A","1","W","M","A","F","P","3","F","A","0",0,0,0,"000000000","00000000000",0,0,0,1,0,0,0,0,0,0,0,70,0,0,0,12,6,2,12,0,0,0,1,12,32081,1,1,0,0,2,0,64,999,0,3,1,1,0,6,2014,12,2016,0,36,0,0,0,3,4,70,1,1,8,1,0,0,1,54,6,1,2,52,"777777777777","777777777777","777777777777",0,1
12,122746,2,2,1,19,12,19,45,12,2,1,0,12,1,49,43,49043,4,2014,"4T1BK1EB4EU1","4","T","1","B","K","1","E","B","4","E","U","1",0,0,0,"000000000","00000000000",0,0,0,1,0,0,0,0,0,0,0,70,0,0,0,12,6,2,12,0,0,0,1,12,32259,6,1,0,0,3,0,65,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,70,1,1,8,1,0,0,1,54,6,1,1,52,"777777777777","777777777777","777777777777",1,0
12,122747,1,1,1,11,12,18,55,14,0,1,0,12,1,22,2,22002,4,1996,"1G2HX52K1T42","1","G","2","H","X","5","2","K","1","T","4","2",0,0,0,"000000000","00000000000",0,0,0,1,0,0,0,0,0,0,0,35,0,0,0,12,6,2,8,0,0,0,1,12,32309,6,1,0,0,3,3,60,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,55,1,1,8,1,0,0,1,13,7,1,4,1,"777777777777","777777777777","777777777777",0,0
12,122748,1,1,2,21,12,19,35,43,0,1,0,12,1,72,706,72706,80,2010,"1HD1BW512AB0","1","H","D","1","B","W","5","1","2","A","B","0",0,0,0,"000000000","00000000000",0,0,0,1,0,0,0,0,0,0,0,20,0,0,0,98,6,2,43,0,0,0,1,12,32233,6,1,0,0,2,0,70,999,0,3,0,0,0,8,2012,5,2014,0,0,0,0,0,2,2,30,1,1,8,1,20,3,99,99,99,9,4,99,"777777777777","777777777777","777777777777",1,1
12,122749,1,2,1,21,12,10,41,12,6,1,0,12,1,49,32,49032,4,1993,"JT2AE09E8P00","J","T","2","A","E","0","9","E","8","P","0","0",0,0,0,"000000000","00000000000",0,0,0,1,0,0,0,0,0,0,0,30,0,0,0,9,6,2,12,0,0,0,1,12,33756,6,1,0,0,3,3,65,999,0,0,0,0,0,0,0,0,0,0,39,0,0,0,1,4,35,1,1,8,1,3,3,1,17,99,1,1,89,"777777777777","777777777777","777777777777",1,0
12,122749,2,2,1,21,12,10,41,12,6,1,0,12,1,2,1,2001,6,2014,"1C4NJCBBXED8","1","C","4","N","J","C","B","B","X","E","D","8",0,0,0,"000000000","00000000000",0,0,0,1,0,0,0,0,0,0,0,35,0,0,0,12,4,5,12,0,0,0,1,42,16059,6,1,0,0,3,3,67,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,35,1,1,8,1,3,3,1,66,99,1,1,88,"777777777777","777777777777","777777777777",0,0
12,122750,1,2,1,22,12,0,34,12,1,1,0,18,3,82,881,82881,66,2015,"3AKJGLD5XFSG","3","A","K","J","G","L","D","5","X","F","S","G",1,3,18,"54283","1854283",3,6,1,1,0,0,0,0,0,0,0,65,0,0,0,12,6,2,12,0,0,0,1,12,32220,6,1,6,0,3,0,67,999,0,0,0,1,0,10,2015,10,2015,0,6,0,0,0,3,4,65,1,1,8,1,0,0,1,50,99,1,2,20,"1GRAA0623GE7","777777777777","777777777777",0,0
12,122750,2,2,1,22,12,0,34,12,1,1,0,12,4,42,42,42042,4,2016,"WDDWF4JB4GR1","W","D","D","W","F","4","J","B","4","G","R","1",0,0,0,"000000000","00000000000",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,6,2,12,0,0,0,1,34,7055,6,1,0,0,3,0,74,999,0,0,0,1,0,9,2013,9,2013,0,0,0,0,0,3,4,65,1,1,8,1,0,0,5,53,1,1,1,21,"777777777777","777777777777","777777777777",1,0
12,122751,1,2,1,11,12,16,19,12,2,1,0,12,1,37,32,37032,4,2002,"1HGCG56432A1","1","H","G","C","G","5","6","4","3","2","A","1",0,0,0,"000000000","00000000000",0,0,0,1,0,0,0,0,0,0,0,30,0,0,0,12,6,2,12,0,0,0,1,12,32773,6,1,0,0,3,0,66,999,1,1,0,0,2,10,2012,8,2015,0,28,0,0,0,1,2,40,1,1,8,1,0,0,1,10,99,1,2,50,"777777777777","777777777777","777777777777",1,1
12,122751,2,2,1,11,12,16,19,12,2,1,0,12,1,49,472,49472,30,2006,"3TMJU62N66M0","3","T","M","J","U","6","2","N","6","6","M","0",0,0,0,"000000000","00000000000",0,0,0,1,0,0,0,0,0,0,0,30,0,0,0,12,6,2,12,0,0,0,1,12,32828,6,1,0,0,3,0,70,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,40,1,1,8,1,0,0,1,62,99,1,1,51,"777777777777","777777777777","777777777777",0,0
12,122752,1,1,1,23,12,16,52,8,0,1,0,12,2,12,461,12461,21,2011,"1FTNE1EW9BDA","1","F","T","N","E","1","E","W","9","B","D","A",0,0,0,"000000000","00000000000",0,0,0,1,0,0,0,0,0,0,0,998,0,0,0,12,2,5,8,0,0,0,1,12,32216,6,1,0,0,3,0,73,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,40,1,1,2,1,0,0,1,80,99,1,1,13,"777777777777","777777777777","777777777777",0,0
12,122753,1,2,2,22,12,17,5,12,6,1,0,12,1,12,481,12481,31,2014,"1FTFW1CF1EFC","1","F","T","F","W","1","C","F","1","E","F","C",0,0,0,"000000000","00000000000",0,0,0,1,0,0,0,0,0,0,0,20,0,0,0,11,6,2,12,0,0,0,1,12,33323,6,1,0,0,3,0,74,999,0,0,0,0,0,0,0,0,0,0,38,0,0,0,1,2,30,1,1,8,1,20,3,11,15,99,1,1,82,"777777777777","777777777777","777777777777",1,0
12,122753,2,2,1,22,12,17,5,12,6,1,0,12,1,12,17,12017,4,2006,"1FAFP53U26A2","1","F","A","F","P","5","3","U","2","6","A","2",0,0,0,"000000000","00000000000",0,0,0,1,0,0,0,0,0,0,0,40,0,0,0,12,6,2,12,0,0,0,1,12,33317,6,1,0,0,3,0,67,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,40,1,1,8,1,0,0,1,67,99,1,1,83,"777777777777","777777777777","777777777777",0,0
12,122754,1,2,1,24,12,19,20,12,2,1,0,12,1,20,473,20473,30,2010,"1GCCSBD95A81","1","G","C","C","S","B","D","9","5","A","8","1",0,0,0,"000000000","00000000000",0,0,0,1,0,0,0,0,0,0,0,55,0,0,0,12,6,2,12,0,0,0,1,12,34785,6,1,0,0,3,3,63,999,0,0,0,1,0,10,2016,10,2016,0,38,0,0,0,2,3,55,1,1,8,1,0,0,11,15,99,1,1,68,"777777777777","777777777777","777777777777",1,0
12,122754,2,2,1,24,12,19,20,12,2,1,0,12,4,49,51,49051,4,2017,"3MYDLBYV8HY1","3","M","Y","D","L","B","Y","V","8","H","Y","1",0,0,0,"000000000","00000000000",0,0,0,1,0,0,0,0,0,0,0,55,0,0,0,12,6,2,12,0,0,0,1,11,20017,9,9,99,9,9,9,999,999,99,99,99,99,99,99,9999,99,9999,0,0,0,0,0,2,3,55,1,1,8,1,0,0,1,62,99,1,1,69,"777777777777","777777777777","777777777777",0,0
12,122755,1,2,1,22,12,23,55,12,1,1,1,12,2,7,422,7422,15,2006,"1D4HD48216F1","1","D","4","H","D","4","8","2","1","6","F","1",0,0,0,"000000000","00000000000",0,0,0,1,0,0,0,0,0,0,0,45,0,0,0,12,4,5,12,0,0,0,1,1,35062,6,1,0,0,3,0,74,210,2,0,0,0,0,4,2014,7,2015,0,6,0,0,0,1,2,35,1,1,8,1,0,0,1,51,99,1,1,24,"777777777777","777777777777","777777777777",0,0
12,122755,2,2,1,22,12,23,55,12,1,1,0,12,1,98,701,98701,81,2016,"LEHTCB019GR0","L","E","H","T","C","B","0","1","9","G","R","0",0,0,0,"000000000","00000000000",0,0,0,1,0,0,0,0,0,0,0,20,0,0,0,6,6,2,12,0,0,0,1,12,32413,6,1,0,0,3,0,74,999,0,1,0,0,0,5,2016,5,2016,0,0,0,0,0,1,2,35,1,1,8,1,0,0,1,53,99,1,1,25,"777777777777","777777777777","777777777777",1,0
12,122756,1,1,2,20,12,12,5,14,0,1,0,26,1,19,22,19022,4,2008,"1G6KD57Y38U2","1","G","6","K","D","5","7","Y","3","8","U","2",0,0,0,"000000000","00000000000",0,0,0,1,0,0,0,0,0,0,0,65,0,0,0,12,6,2,14,0,0,0,1,26,48451,6,1,0,0,3,3,71,999,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,3,65,1,1,8,1,0,0,1,13,99,1,4,1,"777777777777","777777777777","777777777777",1,0
12,122757,1,1,4,26,12,4,40,38,0,1,0,12,2,39,37,39037,4,2010,"SAJWA0FA2AHR","S","A","J","W","A","0","F","A","2","A","H","R",0,0,0,"000000000","00000000000",0,0,0,1,0,0,0,0,0,0,0,100,0,0,0,12,6,2,3,0,0,0,1,12,33441,6,1,0,0,3,0,70,999,0,0,0,0,0,0,0,0,0,3,6,0,0,0,1,2,25,1,1,8,1,20,3,1,13,99,1,4,1,"777777777777","777777777777","777777777777",3,0
12,122759,1,1,1,21,12,8,0,1,0,1,0,12,1,2,403,2403,14,2000,"1J4FA59S3YP8","1","J","4","F","A","5","9","S","3","Y","P","8",0,0,0,"000000000","00000000000",0,0,0,1,0,0,0,0,0,0,0,55,0,1,1,0,6,2,1,0,0,0,1,12,32277,6,1,0,0,3,0,72,999,0,1,0,0,0,11,2013,11,2013,0,6,0,0,0,2,2,55,3,6,8,2,0,0,14,98,99,3,6,98,"777777777777","777777777777","777777777777",1,0
